"STATION","DATE","SOURCE","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","AA1","AA2","AY1","AY2","AZ1","AZ2","CALL_SIGN","CIG","DEW","EQD","GA1","GA2","GA3","GE1","GF1","IA1","KA1","KA2","MA1","MD1","ME1","MW1","QUALITY_CONTROL","REM","REPORT_TYPE","SLP","SOURCE","TMP","VIS","WND"
"42367099999","2012-09-03T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","99999,9,9,N","+0265,1",,,,,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0340,1",,,"9,9,999,9,-001,1",,,"V020","SYN070AAXX  03124 42367 21995 83604 10298 20265 49987 333 10340 59001 6001/;","FM-12","09987,1","4","+0298,1","002000,1,N,1","360,1,N,0021,1"
"42367099999","2012-09-04T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0244,1",,,,,,"02,99,1,99,9,99,9,00250,1,99,9,99,9",,"120,M,+0328,1",,,"9,9,999,9,+017,1",,,"V020","SYN064AAXX  04124 42367 32395 21402 10318 20244 40003 333 10328 58017;","FM-12","10003,1","4","+0318,1","002000,1,N,1","140,1,N,0010,1"
"42367099999","2012-09-05T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0243,1",,,,,,"04,99,1,99,9,99,9,00250,1,99,9,99,9",,"120,M,+0324,1",,,"9,9,999,9,+014,1",,,"V020","SYN064AAXX  05124 42367 32395 40904 10306 20243 40018 333 10324 58014;","FM-12","10018,1","4","+0306,1","002000,1,N,1","090,1,N,0021,1"
"42367099999","2012-09-06T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0252,1",,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0314,1",,,"9,9,999,9,+050,1",,,"V020","SYN064AAXX  06124 42367 32595 40904 10278 20252 40008 333 10314 58050;","FM-12","10008,1","4","+0278,1","002000,1,N,1","090,1,N,0021,1"
"42367099999","2012-09-07T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","99999,9,9,N","+0258,1",,,,,,"08,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0304,1",,,"9,9,999,9,+012,1",,,"V020","SYN064AAXX  07124 42367 32595 82704 10292 20258 40023 333 10304 58012;","FM-12","10023,1","4","+0292,1","002000,1,N,1","270,1,N,0021,1"
"42367099999","2012-09-08T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0271,1",,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0342,1",,,"9,9,999,9,-011,1",,,"V020","SYN064AAXX  08124 42367 32995 40000 10312 20271 40008 333 10342 59011;","FM-12","10008,1","4","+0312,1","002000,1,N,1","999,9,C,0000,1"
"42367099999","2012-09-09T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0261,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0352,1",,,"9,9,999,9,+006,1",,,"V020","SYN064AAXX  09124 42367 32996 00902 10336 20261 40013 333 10352 58006;","FM-12","10013,1","4","+0336,1","004000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-12T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0272,1",,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0340,1",,,"9,9,999,9,+023,1",,,"V020","SYN064AAXX  12124 42367 32596 40902 10312 20272 49976 333 10340 58023;","FM-12","09976,1","4","+0312,1","004000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-13T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0264,1",,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0310,1",,,"9,9,999,9,+030,1",,,"V020","SYN064AAXX  13124 42367 32596 40902 10292 20264 40009 333 10310 58030;","FM-12","10009,1","4","+0292,1","004000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-14T12:00:00","4","FM-12","VICX ","V020","09,0100,9,1",,,,,,"VICX ","99999,9,9,N","+0257,1",,,,,,"08,99,1,99,9,99,9,00250,1,99,9,99,9",,"120,M,+0272,1",,,"9,9,999,9,-032,1",,,"V020","SYN070AAXX  14124 42367 21395 80902 10266 20257 49976 333 10272 59032 6010/;","FM-12","09976,1","4","+0266,1","002000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-15T12:00:00","4","FM-12","VICX ","V020","09,0130,9,1",,,,,,"VICX ","99999,9,9,N","+0258,1",,,,,,"08,99,1,99,9,99,9,00250,1,99,9,99,9",,"120,M,+0294,1",,,"9,9,999,9,-012,1",,,"V020","SYN070AAXX  15124 42367 21395 80902 10268 20258 49966 333 10294 59012 6013/;","FM-12","09966,1","4","+0268,1","002000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-16T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","99999,9,9,N","+0262,1",,,,,,"08,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0316,1",,,"9,9,999,9,+012,1",,,"V020","SYN064AAXX  16124 42367 32595 80902 10270 20262 49980 333 10316 58012;","FM-12","09980,1","4","+0270,1","002000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-17T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","99999,9,9,N","+0258,1",,,,,,"08,99,1,99,9,99,9,00250,1,99,9,99,9",,"120,M,+0296,1",,,"9,9,999,9,+022,1",,,"V020","SYN064AAXX  17124 42367 32395 80502 10280 20258 40002 333 10296 58022;","FM-12","10002,1","4","+0280,1","002000,1,N,1","050,1,N,0010,1"
"42367099999","2012-09-18T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","99999,9,9,N","+0254,1",,,,,,"08,99,1,99,9,99,9,00250,1,99,9,99,9",,"120,M,+0312,1",,,"9,9,999,9,+021,1",,,"V020","SYN064AAXX  18124 42367 32395 80902 10302 20254 40021 333 10312 58021;","FM-12","10021,1","4","+0302,1","002000,1,N,1","090,1,N,0010,1"
"42367099999","2012-09-19T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0258,1",,,,,,"02,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0300,1",,,"9,9,999,9,+031,1",,,"V020","SYN064AAXX  19124 42367 32595 23202 10292 20258 40057 333 10300 58031;","FM-12","10057,1","4","+0292,1","002000,1,N,1","320,1,N,0010,1"
"42367099999","2012-09-20T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0249,1",,,,,,"02,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0328,1",,,"9,9,999,9,-028,1",,,"V020","SYN064AAXX  20124 42367 32595 22702 10314 20249 40025 333 10328 59028;","FM-12","10025,1","4","+0314,1","002000,1,N,1","270,1,N,0010,1"
"42367099999","2012-09-21T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0214,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0332,1",,,"9,9,999,9,+002,1",,,"V020","SYN064AAXX  21124 42367 32996 02702 10324 20214 40011 333 10332 58002;","FM-12","10011,1","4","+0324,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-09-22T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0243,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0326,1",,,"9,9,999,9,-001,1",,,"V020","SYN064AAXX  22124 42367 32996 22702 10312 20243 40048 333 10326 59001;","FM-12","10048,1","4","+0312,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-09-23T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0216,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0336,1",,,"9,9,999,9,-032,1",,,"V020","SYN064AAXX  23124 42367 32996 03202 10328 20216 40016 333 10336 59032;","FM-12","10016,1","4","+0328,1","004000,1,N,1","320,1,N,0010,1"
"42367099999","2012-09-24T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0232,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0334,1",,,"9,9,999,9,+022,1",,,"V020","SYN064AAXX  24124 42367 32996 03202 10322 20232 40037 333 10334 58022;","FM-12","10037,1","4","+0322,1","004000,1,N,1","320,1,N,0010,1"
"42367099999","2012-09-25T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0209,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0336,1",,,"9,9,999,9,+010,1",,,"V020","SYN064AAXX  25124 42367 32996 02702 10316 20209 40048 333 10336 58010;","FM-12","10048,1","4","+0316,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-09-26T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0231,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0332,1",,,"9,9,999,9,+030,1",,,"V020","SYN064AAXX  26124 42367 32996 20000 10304 20231 40079 333 10332 58030;","FM-12","10079,1","4","+0304,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-09-27T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0236,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0334,1",,,"9,9,999,9,-009,1",,,"V020","SYN064AAXX  27124 42367 32996 02702 10302 20236 40067 333 10334 59009;","FM-12","10067,1","4","+0302,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-09-28T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0251,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0340,1",,,"9,9,999,9,+020,1",,,"V020","SYN064AAXX  28124 42367 32996 00000 10322 20251 40047 333 10340 58020;","FM-12","10047,1","4","+0322,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-09-29T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0227,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0352,1",,,"9,9,999,9,+010,1",,,"V020","SYN064AAXX  29124 42367 32996 02702 10326 20227 40057 333 10352 58010;","FM-12","10057,1","4","+0326,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-09-30T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0220,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0342,1",,,"9,9,999,9,-011,1",,,"V020","SYN064AAXX  30124 42367 32996 23202 10314 20220 40046 333 10342 59011;","FM-12","10046,1","4","+0314,1","004000,1,N,1","320,1,N,0010,1"
"42367099999","2012-10-02T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0220,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0354,1",,,"9,9,999,9,-009,1",,,"V020","SYN064AAXX  02124 42367 32996 02702 10314 20220 40042 333 10354 59009;","FM-12","10042,1","4","+0314,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-03T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0234,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0342,1",,,"9,9,999,9,-044,1",,,"V020","SYN064AAXX  03124 42367 32996 00000 10316 20234 49996 333 10342 59044;","FM-12","09996,1","4","+0316,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-04T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0190,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0346,1",,,"9,9,999,9,+012,1",,,"V020","SYN064AAXX  04124 42367 32996 22702 10324 20190 40008 333 10346 58012;","FM-12","10008,1","4","+0324,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-05T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0185,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0352,1",,,"9,9,999,9,+032,1",,,"V020","SYN064AAXX  05124 42367 32996 02702 10332 20185 40041 333 10352 58032;","FM-12","10041,1","4","+0332,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-06T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0190,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0354,1",,,"9,9,999,9,+039,1",,,"V020","SYN064AAXX  06124 42367 32996 23202 10336 20190 40080 333 10354 58039;","FM-12","10080,1","4","+0336,1","004000,1,N,1","320,1,N,0010,1"
"42367099999","2012-10-07T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0195,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0344,1",,,"9,9,999,9,-001,1",,,"V020","SYN064AAXX  07124 42367 32996 00000 10328 20195 40078 333 10344 59001;","FM-12","10078,1","4","+0328,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-08T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0209,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0344,1",,,"9,9,999,9,-019,1",,,"V020","SYN064AAXX  08124 42367 32996 00000 10322 20209 40061 333 10344 59019;","FM-12","10061,1","4","+0322,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-09T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0207,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0334,1",,,"9,9,999,9,+003,1",,,"V020","SYN064AAXX  09124 42367 32996 00000 10300 20207 40063 333 10334 58003;","FM-12","10063,1","4","+0300,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-10T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0227,1",,,,,,"02,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0318,1",,,"9,9,999,9,-026,1",,,"V020","SYN064AAXX  10124 42367 32596 20902 10294 20227 40038 333 10318 59026;","FM-12","10038,1","4","+0294,1","004000,1,N,1","090,1,N,0010,1"
"42367099999","2012-10-11T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0206,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0318,1",,,"9,9,999,9,+025,1",,,"V020","SYN064AAXX  11124 42367 32996 22702 10302 20206 40062 333 10318 58025;","FM-12","10062,1","4","+0302,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-12T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0184,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0330,1",,,"9,9,999,9,-002,1",,,"V020","SYN064AAXX  12124 42367 32996 02702 10314 20184 40059 333 10330 59002;","FM-12","10059,1","4","+0314,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-13T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0173,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0344,1",,,"9,9,999,9,-002,1",,,"V020","SYN064AAXX  13124 42367 32996 00000 10332 20173 40056 333 10344 59002;","FM-12","10056,1","4","+0332,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-14T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0186,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0342,1",,,"9,9,999,9,+006,1",,,"V020","SYN064AAXX  14124 42367 32996 02702 10312 20186 40063 333 10342 58006;","FM-12","10063,1","4","+0312,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-15T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0195,1",,,,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0350,1",,,"9,9,999,9,+026,1",,,"V020","SYN064AAXX  15124 42367 32996 20000 10322 20195 40089 333 10350 58026;","FM-12","10089,1","4","+0322,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-16T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0226,1",,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0330,1",,,"9,9,999,9,+011,1",,,"V020","SYN064AAXX  16124 42367 32996 40000 10302 20226 40102 333 10330 58011;","FM-12","10102,1","4","+0302,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-17T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0186,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0330,1",,,"9,9,999,9,+020,1",,,"V020","SYN064AAXX  17124 42367 32996 02702 10312 20186 40121 333 10330 58020;","FM-12","10121,1","4","+0312,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-18T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0169,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0330,1",,,"9,9,999,9,-020,1",,,"V020","SYN064AAXX  18124 42367 32996 02702 10308 20169 40122 333 10330 59020;","FM-12","10122,1","4","+0308,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-19T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0152,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0334,1",,,"9,9,999,9,+002,1",,,"V020","SYN064AAXX  19124 42367 32996 02702 10326 20152 40098 333 10334 58002;","FM-12","10098,1","4","+0326,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-10-20T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0137,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0334,1",,,"9,9,999,9,+038,1",,,"V020","SYN064AAXX  20124 42367 32996 01402 10312 20137 40141 333 10334 58038;","FM-12","10141,1","4","+0312,1","004000,1,N,1","140,1,N,0010,1"
"42367099999","2012-10-21T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0143,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0326,1",,,"9,9,999,9,-009,1",,,"V020","SYN064AAXX  21124 42367 32996 03102 10322 20143 40133 333 10326 59009;","FM-12","10133,1","4","+0322,1","004000,1,N,1","310,1,N,0010,1"
"42367099999","2012-10-22T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0173,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0314,1",,,"9,9,999,9,-007,1",,,"V020","SYN064AAXX  22124 42367 32996 00000 10302 20173 40126 333 10314 59007;","FM-12","10126,1","4","+0302,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-23T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0172,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0314,1",,,"9,9,999,9,-013,1",,,"V020","SYN064AAXX  23124 42367 32996 00000 10274 20172 40093 333 10314 59013;","FM-12","10093,1","4","+0274,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-24T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0202,1",,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0304,1",,,"9,9,999,9,-021,1",,,"V020","SYN064AAXX  24124 42367 32596 40902 10282 20202 40092 333 10304 59021;","FM-12","10092,1","4","+0282,1","004000,1,N,1","090,1,N,0010,1"
"42367099999","2012-10-25T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0199,1",,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0302,1",,,"9,9,999,9,+006,1",,,"V020","SYN064AAXX  25124 42367 32996 43202 10264 20199 40098 333 10302 58006;","FM-12","10098,1","4","+0264,1","004000,1,N,1","320,1,N,0010,1"
"42367099999","2012-10-26T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0181,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0292,1",,,"9,9,999,9,+012,1",,,"V020","SYN064AAXX  26124 42367 32996 00000 10238 20181 40113 333 10292 58012;","FM-12","10113,1","4","+0238,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-27T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0164,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0298,1",,,"9,9,999,9,+013,1",,,"V020","SYN064AAXX  27124 42367 32996 00000 10254 20164 40132 333 10298 58013;","FM-12","10132,1","4","+0254,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-28T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0149,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0300,1",,,"9,9,999,9,+003,1",,,"V020","SYN064AAXX  28124 42367 32996 00000 10242 20149 40170 333 10300 58003;","FM-12","10170,1","4","+0242,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-29T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0178,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0306,1",,,"9,9,999,9,-023,1",,,"V020","SYN064AAXX  29124 42367 32996 00000 10254 20178 40111 333 10306 59023;","FM-12","10111,1","4","+0254,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-30T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0196,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0302,1",,,"9,9,999,9,-011,1",,,"V020","SYN064AAXX  30124 42367 32996 00000 10270 20196 40104 333 10302 59011;","FM-12","10104,1","4","+0270,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-10-31T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0186,1",,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0308,1",,,"9,9,999,9,-006,1",,,"V020","SYN064AAXX  31124 42367 32996 40000 10282 20186 40093 333 10308 59006;","FM-12","10093,1","4","+0282,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-11-01T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0202,1",,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0302,1",,,"9,9,999,9,+008,1",,,"V020","SYN064AAXX  01124 42367 32995 40000 10222 20202 40102 333 10302 58008;","FM-12","10102,1","4","+0222,1","002000,1,N,1","999,9,C,0000,1"
"42367099999","2012-11-02T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0184,1",,,,,,"04,99,1,99,9,99,9,00800,1,99,9,99,9",,"120,M,+0296,1",,,"9,9,999,9,-027,1",,,"V020","SYN064AAXX  02124 42367 32596 40000 10244 20184 40076 333 10296 59027;","FM-12","10076,1","4","+0244,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-11-03T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0172,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0300,1",,,"9,9,999,9,+009,1",,,"V020","SYN064AAXX  03124 42367 32996 03602 10252 20172 40086 333 10300 58009;","FM-12","10086,1","4","+0252,1","004000,1,N,1","360,1,N,0010,1"
"42367099999","2012-11-04T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0170,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0304,1",,,"9,9,999,9,-001,1",,,"V020","SYN064AAXX  04124 42367 32996 00000 10260 20170 40086 333 10304 59001;","FM-12","10086,1","4","+0260,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-11-05T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0178,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0290,1",,,"9,9,999,9,-030,1",,,"V020","SYN064AAXX  05124 42367 31996 00000 10242 20178 40056 333 10290 59030;","FM-12","10056,1","4","+0242,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-11-06T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0184,1",,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0286,1",,,"9,9,999,9,+050,1",,,"V020","SYN064AAXX  06124 42367 32996 40000 10262 20184 40106 333 10286 58050;","FM-12","10106,1","4","+0262,1","004000,1,N,1","999,9,C,0000,1"
"42367099999","2012-11-07T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0202,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0290,1",,,"9,9,999,9,-007,1",,,"V020","SYN064AAXX  07124 42367 32996 02702 10282 20202 40099 333 10290 59007;","FM-12","10099,1","4","+0282,1","004000,1,N,1","270,1,N,0010,1"
"42367099999","2012-11-08T12:00:00","4","FM-12","VICX ","V020",,,,,,,"VICX ","22000,1,9,N","+0159,1",,"00,1,+99999,9,99,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,"120,M,+0306,1",,,"9,9,999,9,-014,1",,,"V020","SYN064AAXX  08124 42367 32996 00000 10260 20159 40084 333 10306 59014;","FM-12","10084,1","4","+0260,1","004000,1,N,1","999,9,C,0000,1"
